archive_id,acquisition_id,roi_id,roi_index,manual_label,manual_class,hard_invalid_v13b,box_size_px,quant_size_px,channel_count,maxLocalSNR,meanBackgroundCV,roiset_status_label,results_roiset_label_agree,centerMean_Channel_1,backgroundMean_Channel_1,backgroundSD_Channel_1,localSNR_Channel_1,backgroundCV_Channel_1,centerMean_Channel_2,backgroundMean_Channel_2,backgroundSD_Channel_2,localSNR_Channel_2,backgroundCV_Channel_2,fitted_discard_score
Archive_001,Acquisition_001,ROI_0020,20,0,keep,False,48,24,2,6.995125355793216,0.04159046214292286,0,True,12628.270089285714,9618.740953947368,430.2323378445129,6.995125355793216,0.04472855022340038,5690.379464285715,5615.207236842105,215.91804910920277,0.3481516610294611,0.038452374062445345,0.07738493344788928
Archive_001,Acquisition_001,ROI_0021,21,0,keep,False,48,24,2,7.55112014421813,0.030587322979140803,0,True,9650.450892857143,9450.965460526315,208.32825583806073,0.9575534126580203,0.022043066045282018,7780.205357142857,6005.620888157895,235.00943371213023,7.55112014421813,0.039131579912999585,0.040219500022018885
Archive_001,Acquisition_001,ROI_0022,22,0,keep,False,48,24,2,7.730484312324262,0.03197194473807982,0,True,12804.691964285714,10227.763157894737,333.3463599793779,7.730484312324262,0.032592303403317494,6132.872767857143,6064.128289473684,190.12004002419127,0.3615845987341038,0.03135158607284216,0.039695402175611225
Archive_001,Acquisition_001,ROI_0023,23,0,keep,False,48,24,2,7.103031038876452,0.04355508717339851,0,True,9946.640625,9950.93009868421,439.41277224290604,-0.009761832052161525,0.04415795989773948,8239.455357142857,6313.319078947368,271.1710349642738,7.103031038876452,0.042952214449057544,0.08028867360134347
Archive_001,Acquisition_001,ROI_0024,24,1,discard,False,48,24,2,1.9798392293987244,0.1350473314108887,1,True,12311.41294642857,9912.715460526315,1211.5617522291132,1.9798392293987244,0.12222299298852117,5727.667410714285,5932.6891447368425,877.2766504338696,-0.23370248589331633,0.14787166983325623,0.9716459361920079
Archive_001,Acquisition_001,ROI_0025,25,1,discard,False,48,24,2,7.441365589046304,0.06892684772841293,1,True,9542.38392857143,9610.962993421053,890.6078912256148,-0.07700253447703972,0.09266583294881672,8105.078125,6065.497532894737,274.086868559116,7.441365589046304,0.04518786250800914,0.18322926028622935
Archive_001,Acquisition_001,ROI_0026,26,0,keep,False,48,24,2,6.789218435222002,0.033039355762886406,0,True,9790.254464285714,9787.082236842105,276.6018156573656,0.011468570573442355,0.028261928219642077,7757.915178571428,6173.015625,233.44359423598416,6.789218435222002,0.03781678330613073,0.05956345982826214
Archive_001,Acquisition_001,ROI_0027,27,1,discard,False,48,24,2,5.302975685874874,0.13636375304962542,1,True,11083.43080357143,10279.807565789473,2465.6286910139047,0.32593035630660744,0.23985163878158144,6774.618303571428,5768.8733552631575,189.65671500006985,5.302975685874874,0.0328758673176694,0.9041603602258751
Archive_001,Acquisition_001,ROI_0028,28,0,keep,False,48,24,2,6.437917224303647,0.044658542652504345,0,True,10305.32142857143,9826.305921052632,520.4934855261884,0.9203102840654022,0.0529693955905691,7434.580357142857,6024.764802631579,218.98628164852948,6.437917224303647,0.036347689714439586,0.10697375576136162
Archive_001,Acquisition_001,ROI_0029,29,0,keep,False,48,24,2,6.702489141047131,0.03534828075995393,0,True,9778.448660714286,9719.870888157895,276.43809795239827,0.21190195197507875,0.028440511312675335,7869.904017857143,6132.930921052632,259.1534369174888,6.702489141047131,0.042256050207232526,0.06749551580336083
Archive_001,Acquisition_001,ROI_0030,30,0,keep,False,48,24,2,6.4746424107188005,0.04108734132237787,0,True,10462.47544642857,9469.751644736842,288.4670866487148,3.441376322078066,0.03046194847243337,8100.042410714285,6068.259046052632,313.8062669373102,6.4746424107188005,0.05171273417232236,0.09203459019831937
Archive_001,Acquisition_001,ROI_0031,31,0,keep,False,48,24,2,6.584656488707318,0.03327715664140843,0,True,9871.707589285714,9625.532072368422,262.7727033402106,0.9368382400000267,0.027299550961399868,7593.151785714285,6033.59375,236.847288600237,6.584656488707318,0.03925476232141698,0.06499037209082142
Archive_001,Acquisition_001,ROI_0032,32,0,keep,False,48,24,2,6.046354387396562,0.03759922895022015,0,True,11871.72544642857,9670.993421052632,363.97668485381814,6.046354387396562,0.03763591484422718,5883.294642857143,5707.382401315789,214.38379718769738,0.820548212360187,0.03756254305621312,0.09413442476124893
Archive_001,Acquisition_001,ROI_0033,33,0,keep,False,48,24,2,9.694155653018546,0.03907780609779848,0,True,11932.089285714286,8508.236019736842,353.1873624198857,9.694155653018546,0.041511232363628026,4958.037946428572,4911.856907894737,179.99195021317516,0.2565727993898614,0.03664437983196893,0.02463486820326066
Archive_001,Acquisition_001,ROI_0034,34,0,keep,False,48,24,2,8.151382908373648,0.04335080893517522,0,True,12614.388392857143,8907.415296052632,454.76615912576744,8.151382908373648,0.051054783459720296,5168.140625,5086.207236842105,181.30718714985917,0.4519036969569944,0.035646834410630136,0.05356796978841187
Archive_001,Acquisition_001,ROI_0035,35,0,keep,False,48,24,2,6.971185939268677,0.033166368133651716,0,True,12443.276785714286,10071.848684210527,340.1757064239973,6.971185939268677,0.033774902412631085,6139.055803571428,5972.5139802631575,194.45211786411568,0.8564670065699743,0.03255783385467234,0.05585116434850192
Archive_001,Acquisition_001,ROI_0036,36,0,keep,False,48,24,2,6.741246823249167,0.03893219109937686,0,True,9265.83705357143,9285.217927631578,338.77861381184897,-0.057208080055822785,0.03648580102828698,7397.247767857143,5783.875,239.3285411673333,6.741246823249167,0.041378581170466736,0.07664461274357454
Archive_001,Acquisition_001,ROI_0037,37,0,keep,False,48,24,2,3.9592905534935294,0.04226031609650503,0,True,12236.97544642857,10221.499177631578,509.04985162521393,3.9592905534935294,0.049801877667730324,6031.794642857143,5937.570723684211,206.14506043207973,0.4570758036861959,0.03471875452527975,0.22788735420320944
Archive_001,Acquisition_001,ROI_0038,38,0,keep,False,48,24,2,5.931661035404163,0.034757651036308776,0,True,9545.46205357143,9531.798519736842,284.057844392247,0.04810123749203757,0.02980107519101121,7389.794642857143,5980.872532894737,237.5257287213492,5.931661035404163,0.03971422688160635,0.08796293141638485
Archive_001,Acquisition_001,ROI_0039,39,0,keep,False,48,24,2,5.209756572615023,0.031825141281359895,0,True,11781.104910714286,10050.074835526315,332.2669785162507,5.209756572615023,0.033061144713242334,6089.546875,5977.868421052632,182.85784117761705,0.6107392126482049,0.03058913784947745,0.10235770793961897
Archive_001,Acquisition_001,ROI_0040,40,0,keep,False,48,24,2,7.635467428132193,0.02912525451544716,0,True,12093.533482142857,9784.666118421053,302.3871669224846,7.635467428132193,0.0309041885806606,5881.435267857143,5813.639802631579,158.9816570249967,0.42643576934730554,0.027346320450233726,0.036657161813799626
Archive_001,Acquisition_001,ROI_0041,41,1,discard,False,48,24,2,6.467657216679257,0.0508358971027471,1,True,9792.97767857143,9859.918585526315,669.3320034293802,-0.10001151388534849,0.0678841308499153,7344.198660714285,6027.111842105263,203.64202592747563,6.467657216679257,0.033787663355578895,0.13343526438730752
Archive_001,Acquisition_001,ROI_0042,42,0,keep,False,48,24,2,4.976419981048085,0.03292341843182262,0,True,10331.57142857143,9837.44572368421,282.35002708056834,1.750046599946743,0.028701558820374947,7322.4375,6180.051809210527,229.55974277494062,4.976419981048085,0.037145278043270294,0.11608865284263645
Archive_001,Acquisition_001,ROI_0043,43,0,keep,False,48,24,2,6.347773517710887,0.030391547810657737,0,True,11912.765625,10108.5,284.23597974406755,6.347773517710887,0.028118512117927243,6141.370535714285,6080.065789473684,198.60281668635724,0.3086801449418336,0.03266458350338823,0.06336981022447083
Archive_001,Acquisition_001,ROI_0044,44,0,keep,False,48,24,2,5.335724151911856,0.03169333231641078,0,True,11575.921875,9953.925164473685,303.9881118938904,5.335724151911856,0.030539521532555524,6092.310267857143,6004.683388157895,197.23669452261262,0.44427270448502637,0.03284714310026603,0.09726991774249492
Archive_001,Acquisition_001,ROI_0045,45,0,keep,False,48,24,2,5.545091793388375,0.044204667176315576,0,True,11246.363839285714,9212.53865131579,366.7793543823623,5.545091793388375,0.0398130600331296,5690.537946428572,5515.393914473684,268.0275956478726,0.6534552217712197,0.048596274319501545,0.14433445234228776
Archive_001,Acquisition_001,ROI_0046,46,0,keep,False,48,24,2,5.836756260063762,0.02899957782221025,0,True,9889.966517857143,9900.428453947368,247.81724610999515,-0.042216335846059785,0.025030961767234298,7379.388392857143,6188.543585526316,204.02510474504862,5.836756260063762,0.0329681938771862,0.07272115683473508
Archive_001,Acquisition_001,ROI_0047,47,0,keep,False,48,24,2,5.5538328746754315,0.028949682965556625,0,True,9928.66294642857,9515.674342105263,232.90145399994177,1.7732332590908195,0.024475559548038744,7062.484375,5956.734375,199.09673642540432,5.5538328746754315,0.0334238063830745,0.08067915304768677
Archive_001,Acquisition_001,ROI_0048,48,0,keep,False,48,24,2,4.623204526369203,0.031105870801553685,0,True,10091.591517857143,9904.720394736842,277.02497537747263,0.6745641719331333,0.027968984922045637,7156.75,6178.606907894737,211.5725329749667,4.623204526369203,0.034242756681061734,0.12299511721740965
Archive_001,Acquisition_001,ROI_0049,49,0,keep,False,48,24,2,6.390146216252603,0.0378793627975863,0,True,12342.785714285714,9882.96134868421,384.9402317814298,6.390146216252603,0.03894988740724759,6028.131696428572,5746.398848684211,211.51826538449575,1.3319551729125123,0.03680883818792502,0.08382474703180354
Archive_001,Acquisition_001,ROI_0050,50,1,discard,True,48,24,2,1.089360418967214,0.5215798059839745,1,True,11048.97544642857,7029.433388157895,3689.81834504458,1.089360418967214,0.5249097816703999,4947.908482142857,3877.435855263158,2009.4804739797635,0.5327111364061352,0.518249830297549,0.9999999985638841
Archive_001,Acquisition_001,ROI_0051,51,0,keep,False,48,24,2,5.123311566598131,0.03120909886765024,0,True,9824.08482142857,9800.113486842105,254.1699770499916,0.09431221918767713,0.025935411604288767,7351.40625,6193.721217105263,225.96420651876093,5.123311566598131,0.03648278613101172,0.10316624155035463
Archive_001,Acquisition_001,ROI_0052,52,0,keep,False,48,24,2,6.293225967071481,0.024602671765708177,0,True,11449.6875,9956.006578947368,237.34741591484726,6.293225967071481,0.02383962023656493,5993.720982142857,5975.749177631579,151.57920011923858,0.11856379039565006,0.02536572329485142,0.05127985419819964
Archive_001,Acquisition_001,ROI_0053,53,1,discard,False,48,24,2,2.0327490501226575,0.05953392029702219,1,True,9790.96205357143,9697.895559210527,324.843868462039,0.2864960782591417,0.03349632572125611,7194.252232142857,6128.268092105263,524.4051841880193,2.0327490501226575,0.08557151487278827,0.5734376729034905
Archive_001,Acquisition_001,ROI_0054,54,0,keep,False,48,24,2,5.287848706315745,0.031795377226311136,0,True,11640.89732142857,9985.469572368422,313.0626160092147,5.287848706315745,0.03135181713191685,6063.113839285715,5958.269736842105,192.08828458590864,0.5458120606867085,0.03223893732070543,0.09937434888404144
Archive_001,Acquisition_001,ROI_0055,55,0,keep,False,48,24,2,5.77548455357377,0.04317306527637285,0,True,9042.332589285714,8875.466282894737,313.68759670608864,0.5319506035405137,0.035343224424236035,7279.654017857143,5623.236842105263,286.80142079627194,5.77548455357377,0.051002906128509676,0.12819546546999783
Archive_001,Acquisition_001,ROI_0056,56,0,keep,False,48,24,2,6.70415186141102,0.03685357108421477,0,True,10782.671875,8627.028782894737,321.5385236890451,6.70415186141102,0.03727106188941626,5286.290178571428,5108.463815789473,186.13239769453975,0.9553756626172324,0.03643608027901328,0.07160048501145914
Archive_001,Acquisition_001,ROI_0057,57,0,keep,False,48,24,2,5.528328599500691,0.028987655452002582,0,True,9776.3125,9714.509868421053,250.33572828756712,0.24687898927456461,0.025769259764852698,7097.714285714285,6024.990953947368,194.04116677575996,5.528328599500691,0.03220605113915247,0.08156976151489312
Archive_001,Acquisition_001,ROI_0058,58,0,keep,False,48,24,2,4.6080945746173185,0.03575400629149146,0,True,9375.564732142857,9073.699835526315,288.2030426240339,1.0474035730786166,0.031762461603108215,6679.165178571428,5645.233552631579,224.37291795941766,4.6080945746173185,0.039745550979874714,0.14676083994266773
Archive_001,Acquisition_001,ROI_0059,59,0,keep,False,48,24,2,6.342281228324355,0.026256919532378777,0,True,11234.801339285714,9654.620888157895,249.1501707730652,6.342281228324355,0.02580631323169471,5665.109375,5651.364309210527,150.9339582802895,0.09106675493097616,0.026707525833062844,0.05379833684548375
Archive_001,Acquisition_001,ROI_0060,60,0,keep,False,48,24,2,4.489160483275758,0.03248792393637261,0,True,11109.107142857143,9616.181743421053,332.56226971567213,4.489160483275758,0.03458360902373708,5821.203125,5718.686677631579,173.8036914092198,0.5898404489410206,0.030392238849008144,0.13573206296978926
Archive_001,Acquisition_001,ROI_0061,61,0,keep,False,48,24,2,3.4636320984282882,0.03047086075523878,0,True,10178.625,9819.261513157895,264.97627324298566,1.3562100577683247,0.026985356575737918,6833.370535714285,6114.258223684211,207.61798354865405,3.4636320984282882,0.03395636493473964,0.1792028417679948
Archive_001,Acquisition_001,ROI_0062,62,0,keep,False,48,24,2,5.170184708748958,0.025291522139216194,0,True,9802.948660714286,9582.53947368421,205.2415541743128,1.0739013740018823,0.021418284238531118,6785.439732142857,5896.346217105263,171.9655225340546,5.170184708748958,0.02916476003990127,0.08064578741662398
Archive_001,Acquisition_001,ROI_0063,63,0,keep,False,48,24,2,4.673984798522814,0.034850968935791114,0,True,9552.017857142857,9552.472861842105,288.2265043007543,-0.001578635873033076,0.03017297284895636,7040.899553571428,5942.902138157895,234.91677075213192,4.673984798522814,0.03952896502262587,0.13878803318420818
Archive_001,Acquisition_001,ROI_0064,64,1,discard,False,48,24,2,1.5154382829267177,0.09831441242825198,1,True,11241.392857142857,9567.91365131579,1104.2872710032966,1.5154382829267177,0.1154156811241115,6048.975446428572,5544.365953947368,450.2753891229109,1.1206686056373845,0.08121314373239247,0.8963657919435543
Archive_001,Acquisition_001,ROI_0065,65,1,discard,False,48,24,2,1.4259887464254795,0.062260591796228136,1,True,10075.83705357143,9589.14802631579,341.2993464889683,1.4259887464254795,0.03559224923343869,6879.196428571428,6142.5567434210525,546.2510254322316,1.3485369378803376,0.08892893435901758,0.6587669812368147
Archive_001,Acquisition_001,ROI_0066,66,0,keep,False,48,24,2,5.396180726244147,0.032743599921486045,0,True,9708.698660714286,9531.66447368421,259.0718843080038,0.6833400216428154,0.027180130503257894,7201.863839285715,5968.171875,228.6231738469571,5.396180726244147,0.03830706933971419,0.09906304971173037
Archive_001,Acquisition_001,ROI_0067,67,0,keep,False,48,24,2,4.4383077226341054,0.03234097788868886,0,True,11258.46205357143,9930.313322368422,299.246653049726,4.4383077226341054,0.03013466376490469,6219.756696428572,5997.088815789473,207.18317854381496,1.0747391858939388,0.03454729201247302,0.13742271468947864
Archive_001,Acquisition_001,ROI_0068,68,0,keep,False,48,24,2,4.535570688405189,0.028166438289993694,0,True,9998.767857142857,9786.620888157895,240.4287292554523,0.882369464089953,0.02456708316415713,6949.305803571428,6074.164473684211,192.95065384482797,4.535570688405189,0.03176579341583026,0.11363930828200114
Archive_001,Acquisition_001,ROI_0069,69,0,keep,False,48,24,2,5.4245285102156355,0.02835774909701542,0,True,11223.078125,9833.359375,256.19162059575126,5.4245285102156355,0.026053316148201007,5826.741071428572,5863.6973684210525,179.79375617217966,-0.2055482780897558,0.030662182045829836,0.08271635466114689
Archive_001,Acquisition_001,ROI_0070,70,0,keep,False,48,24,2,5.407463965405756,0.032825213493260466,0,True,9220.636160714286,9151.358552631578,257.99973788714897,0.2685181335843469,0.028192506763157932,6911.044642857143,5746.980263157895,215.26992822261016,5.407463965405756,0.03745792022336301,0.09896551737149115
Archive_001,Acquisition_001,ROI_0071,71,0,keep,False,48,24,2,5.135894690224665,0.028546303334590725,0,True,9619.86607142857,9289.464638157895,252.77001449933184,1.3071227373433134,0.027210396330165292,6631.863839285715,5749.480263157895,171.8071785637062,5.135894690224665,0.029882210339016158,0.09270363308619639
Archive_001,Acquisition_001,ROI_0072,72,0,keep,False,48,24,2,4.759961515676768,0.03740299492526471,0,True,9447.125,9136.738486842105,343.7346483980244,0.9029829102316326,0.037621154298444634,6561.323660714285,5574.624177631579,207.29148330990614,4.759961515676768,0.03718483555208478,0.14785826546472366
Archive_001,Acquisition_001,ROI_0073,73,0,keep,False,48,24,2,7.710038608748272,0.03953072483262797,0,True,10640.801339285714,8047.4375,336.3619783100862,7.710038608748272,0.041797401758023746,4707.049107142857,4647.425164473684,173.18187397422386,0.34428512234511943,0.0372640479072322,0.05438603017843327
Archive_001,Acquisition_001,ROI_0074,74,0,keep,False,48,24,2,3.7408049109583845,0.029170038936634918,0,True,9932.58482142857,9903.240131578947,268.29065051462925,0.10937649073247876,0.02709119913785769,6851.276785714285,6134.212171052632,191.68725227051297,3.7408049109583845,0.03124887873541215,0.15584995522540346
Archive_001,Acquisition_001,ROI_0075,75,0,keep,False,48,24,2,4.110739542966673,0.028356674268704578,0,True,9817.91294642857,9825.925986842105,242.02881394767513,-0.03310779523658984,0.024631654489538784,6895.792410714285,6092.3379934210525,195.45252354115073,4.110739542966673,0.032081694047870375,0.1330886927268203
Archive_001,Acquisition_001,ROI_0076,76,0,keep,False,48,24,2,3.6397604776942445,0.028731442995316693,0,True,10846.948660714286,9888.983552631578,263.19454644157526,3.6397604776942445,0.026614924075946712,6065.4375,5950.5098684210525,183.56110179401986,0.6261001402569032,0.030847961914686677,0.15879853789413415
Archive_001,Acquisition_001,ROI_0077,77,0,keep,False,48,24,2,3.953800806879959,0.029609894364902963,0,True,9654.982142857143,9417.490131578947,237.70988626052326,0.999083441644964,0.025241320451553112,6522.25,5749.7985197368425,195.3693466092233,3.953800806879959,0.033978468278252814,0.14717044417050779
Archive_001,Acquisition_001,ROI_0078,78,0,keep,False,48,24,2,1.9056374870638093,0.029630651316392413,0,True,10454.36830357143,9960.018092105263,271.91269114655665,1.8180475849864581,0.027300421408078195,6500.116071428572,6126.949013157895,195.822689679373,1.9056374870638093,0.03196088122470663,0.2836320895475486
Archive_001,Acquisition_001,ROI_0079,79,0,keep,False,48,24,2,4.88569505878751,0.03210228261436532,0,True,9262.229910714286,9206.877467105263,277.3084193798107,0.19960606941836254,0.030119703490199625,6674.90625,5722.027138157895,195.0345038682341,4.88569505878751,0.03408486173853101,0.11626995147323464
Archive_001,Acquisition_001,ROI_0080,80,0,keep,False,48,24,2,3.3310377234887367,0.03193478462198588,0,True,10840.370535714286,9881.597861842105,287.83002579388926,3.3310377234887367,0.029127882941416588,6072.142857142857,6012.090460526316,208.87016080218973,0.2875106543984213,0.034741686302555176,0.19691487289671789
Archive_001,Acquisition_001,ROI_0081,81,0,keep,False,48,24,2,3.8599320197302562,0.031357217383024175,0,True,9299.964285714286,9291.188322368422,235.05257948548436,0.03733617118805739,0.025298440988393074,6692.321428571428,5847.768092105263,218.80005454738165,3.8599320197302562,0.03741599377765528,0.16185205118404195
Archive_001,Acquisition_001,ROI_0082,82,0,keep,False,48,24,2,4.112189173944988,0.024362482315448797,0,True,9742.276785714286,9724.236842105263,196.98314312261326,0.09158115421985027,0.020256925692069744,6749.136160714285,6041.8421052631575,171.99939631488118,4.112189173944988,0.028468038938827846,0.11459285267466458
Archive_001,Acquisition_001,ROI_0083,83,0,keep,False,48,24,2,2.5869331800422817,0.03132112166891142,0,True,9875.42857142857,9703.537828947368,265.65097349728705,0.6470548186527076,0.02737671333694431,6596.892857142857,6045.375822368421,213.19338243031925,2.5869331800422817,0.03526553000087853,0.24407868764213425
Archive_001,Acquisition_001,ROI_0084,84,0,keep,False,48,24,2,3.228028781355789,0.03540465365293952,0,True,10782.267857142857,9839.540296052632,292.04434809725416,3.228028781355789,0.029680690287371938,5989.125,5989.4901315789475,246.33944575783832,-0.0014822294408604426,0.04112861701850711,0.2286147394813573
Archive_001,Acquisition_001,ROI_0085,85,0,keep,False,48,24,2,3.5110611014962156,0.03082192641541806,0,True,10322.136160714286,9424.194078947368,255.74664063358674,3.5110611014962156,0.027137242557949557,6190.921875,5789.8963815789475,199.78969795954086,2.0072380984442133,0.03450661027288657,0.17857788276535977
Archive_001,Acquisition_001,ROI_0086,86,0,keep,False,48,24,2,4.346970347671475,0.037602354422409376,0,True,10453.94419642857,9165.597039473685,296.3781792634057,4.346970347671475,0.03233593818133036,5542.787946428572,5532.464638157895,237.1699577770501,0.04352704856650051,0.04286877066348839,0.17140078328305844
Archive_001,Acquisition_001,ROI_0087,87,0,keep,False,48,24,2,4.000974850347154,0.02915933631661692,0,True,9603.783482142857,9541.205592105263,246.6584593262108,0.25370259024780906,0.025851917448493602,6729.433035714285,5955.784539473684,193.36499857615297,4.000974850347154,0.03246675518474024,0.14242792183246164
Archive_001,Acquisition_001,ROI_0088,88,0,keep,False,48,24,2,4.851141673479643,0.034369696472056226,0,True,9191.158482142857,9067.853618421053,282.1598792968955,0.437003531576008,0.031116501343128957,6553.524553571428,5542.027138157895,208.50708626862328,4.851141673479643,0.0376228916009835,0.12812394947933797
Archive_001,Acquisition_001,ROI_0089,89,0,keep,False,48,24,2,3.2203866177242384,0.03454716870513351,0,True,10699.044642857143,9713.60115131579,306.00161052642176,3.2203866177242384,0.031502385753708985,5874.651785714285,5870.472039473684,220.68250110907033,0.018940089130743357,0.03759195165655803,0.22277222940088184
Archive_001,Acquisition_001,ROI_0090,90,0,keep,False,48,24,2,2.956421550605669,0.03488141255311118,0,True,9762.015625,9400.911184210527,302.01135673178766,1.1956651057667524,0.032125753643863414,6431.522321428572,5787.5370065789475,217.8259439076588,2.956421550605669,0.037637071462358944,0.24445080075784825
Archive_001,Acquisition_001,ROI_0091,91,0,keep,False,48,24,2,2.62699177968262,0.03494954951720276,0,True,9758.323660714286,9604.620065789473,296.7059628162118,0.5180333872158186,0.03089200413799225,6559.859375,5950.140625,232.09770000637883,2.62699177968262,0.03900709489641328,0.2704976556484255
